index,artist_name,track_name,track_id,popularity,danceability,energy,instrumentalness,liveness,loudness,tempo
1,Nicholas Britell,Eros,3w5s0j9clwhk0O2uScrNOo,-0.2593521153,-2.986856334,-1.425094215,2.658536098,-0.8594448354,-2.10823616,-1.200244301
2,Seeb,Grip,3gicyfiEVMGONgzygpWjNT,3.219563408,0.04980466226,1.276433616,-0.398628982,0.4786277475,1.25484979,0.6140842406
3,Lagwagon,Reign,7jLDlShR2ARgNKyAOD94LD,-1.157136766,-0.6733509918,1.466925963,-0.3977361463,-0.1727024795,0.6430486721,-0.4798309003
4,Super Whatevr,Someone Somewhere Somehow,0XvFwux1NYJrKmCYJ7DOjE,-1.157136766,-0.922306217,-1.455399816,-0.2961920295,-0.3940282848,-1.292786857,0.2065820733
5,The Front Bottoms,Flashlight,0xR5ZhiksJK6lMRdI6S2A4,-0.3715751967,-0.9519437438,1.107588126,-0.398628982,-0.526823768,0.9426320688,1.048377672
6,Luke Combs,Out There,2cLbHhoGUUDFygKYSksKHV,0.7506556172,-0.9163787117,0.9906950951,-0.3986169447,1.041427652,0.7869514902,0.9115041554
7,Confederate Railroad,Trashy Women - Remastered Version,7EeTwuxEO4JXNbQP7nhrDB,0.07731712889,0.2928323821,0.8045321196,-0.398628982,-0.425646257,0.3252632821,0.7641354378
8,Gucci Mane,Both (feat. Drake & Lil Wayne) - Remix,3VCYe6mCXebBgcfzaxCVNI,1.087324861,1.448695928,-0.5029380807,-0.3983121051,-0.7696497944,0.3396107357,0.6783296247
9,Los Auténticos Decadentes,El Murguero - Remasterized 2001,1QdnqZjFkVBVXvbaamkYCd,-0.8204675222,-0.2762081326,0.4062299394,-0.398628982,0.9528973303,-0.02571397818,-0.1537084548
10,The Chi-Lites,Are You My Woman (Tell Me So),6iEgQF65J19Rl2FH9Bs1tz,-1.269359848,0.8381628753,0.1681145055,-0.398628982,-0.7955765316,-0.6809857393,-0.233545751
11,Eric Clapton,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",612VcBshQcy4mpB2utGc3H,1.985109512,0.6247726823,-1.18264941,-0.3881062756,3.242038517,-1.037744809,-1.363640834
12,Nirvana,Drain You,5Ddlk6C2JVxb1SReZ6O1wk,0.3017632917,-1.574331807,1.328386074,-0.3986228438,-0.1157901296,0.5451861901,0.4379123993
13,Kelly Clarkson,My Life Would Suck Without You,4Dm32oO01YpIubCHaAtKkN,1.087324861,-0.3769757238,1.181187442,-0.398628982,-0.280203585,0.8880260887,0.8451463187
14,The Lone Bellow,Is It Ever Gonna Be Easy,6K1MklYCOtE3ydMrG0Pv1N,-0.7082444408,-0.7207710347,0.2243963353,-0.398628982,-0.6077657768,0.1132635947,-1.581994666
15,Panic! At The Disco,She Had The World,673WCjn0SxKJD4qRKczaCk,0.413986373,-0.9756537653,-0.6847716847,-0.398628982,-0.3307923405,0.1811463229,1.25650455
16,Phantogram,Bill Murray,0zDbbJ71fcLI9E8dmlgffZ,-0.7082444408,-0.9815812706,-0.4596443654,0.1474357063,0.2825963199,0.3025643257,-1.452665623
17,Van Halen,Hot for Teacher - 2015 Remaster,6QDbGdbJ57Mtkflsg42WV5,1.648440268,-0.2287880897,1.462596591,-0.3976046125,-0.7879882183,0.7456222582,0.2642218516
18,Troye Sivan,Touch,0eRzcqXn5dLNa5zOXZySMw,0.1895402103,-0.495525831,-0.0916477859,-0.3955638452,-0.4003518793,0.09463331912,-1.395528809
19,Tripping Daisy,I Got A Girl,5fxfwjQ1OmbnkOlg39HsSO,-1.044913685,0.1150072212,0.9863657236,-0.398628982,-0.3940282848,-0.06939876225,0.4973963823
